Id,Score
1874,4.435022
1875,2.785778
1876,5.000000
1877,3.894882
1878,3.949624
1879,4.003607
1880,1.659053
1881,4.514520
1882,3.742136
1883,4.859274
1884,4.680681
1885,4.570338
1886,4.648581
1887,5.000000
1888,3.516087
1889,4.819440
1890,4.530047
1891,3.519362
1892,1.990733
1893,3.549450
1894,3.826434
1895,3.868802
1896,3.447086
1897,3.626118
1898,3.501784
1899,3.903260
1900,3.008087
1901,3.525183
1902,3.605860
1903,3.688598
1904,4.083067
1905,3.718646
1906,4.085085
1907,4.047073
1908,4.139879
1909,4.061341
1910,4.815458
1911,4.415935
1912,1.354348
1913,3.711050
1914,2.861611
1915,2.087115
1916,2.896500
1917,2.504877
1918,1.563185
1919,3.686492
1920,2.873756
1921,3.679491
1922,2.608696
1923,3.336899
1924,3.513376
1925,3.532448
1926,3.181413
1927,3.338482
1928,3.249260
1929,3.934327
1930,3.272796
1931,2.055617
1932,2.992706
1933,4.080781
1934,4.032349
1935,3.867457
1936,2.814193
1937,2.827524
1938,3.497256
1939,2.671130
1940,3.435207
1941,4.994938
1942,3.947819
1943,3.687347
1944,3.473709
1945,3.570534
1946,4.573544
1947,4.489390
1948,3.466868
1949,3.696150
1950,1.632437
1951,2.258978
1952,3.233898
1953,2.913110
1954,2.507973
1955,5.000000
1956,4.652290
1957,3.865290
1958,3.939927
1959,3.852385
1960,3.797203
1961,4.566146
1962,4.940627
1963,3.894120
1964,3.125345
1965,2.996116
1966,3.074988
1967,3.243964
1968,4.418720
1969,3.889585
1970,1.000000
1971,3.098683
1972,3.156970
1973,4.101875
1974,2.078433
1975,3.115294
1976,2.306641
1977,3.236437
1978,4.132261
1979,4.144471
1980,3.397686
1981,4.167871
1982,4.362786
1983,3.605294
1984,3.718723
1985,3.110141
1986,3.389199
1987,4.675440
1988,3.696582
1989,2.996318
1990,1.968015
1991,5.000000
1992,5.000000
1993,4.120898
1994,4.344339
1995,4.232745
1996,4.413811
1997,4.829486
1998,4.294211
1999,4.679368
2000,3.844921
2001,4.940907
2002,2.975422
2003,3.421579
2004,1.992811
2005,3.738809
2006,3.559123
2007,1.685326
2008,3.941758
2009,3.430014
2010,3.393326
2011,3.309824
2012,3.264350
2013,3.294062
2014,3.431312
2015,1.082069
2016,1.000000
2017,1.000000
2018,1.000000
2019,1.060042
2020,1.000000
2021,4.118793
2022,3.564842
2023,1.000000
2024,3.758284
2025,3.666077
2026,3.218521
2027,3.789069
2028,3.729163
2029,2.012455
2030,3.636743
2031,3.047382
2032,3.999561
2033,4.003086
2034,3.568283
2035,3.776692
2036,3.402527
2037,3.370604
2038,3.775975
2039,3.483467
2040,2.532602
2041,2.031342
2042,2.931679
2043,2.960350
2044,2.937876
2045,3.156981
2046,3.334629
2047,3.239515
2048,3.144508
2049,3.231148
2050,2.648398
2051,1.117560
2052,2.940347
2053,3.618094
2054,2.349231
2055,2.890128
2056,1.134085
2057,3.797628
2058,3.508011
2059,2.633036
2060,1.000000
2061,3.728842
2062,2.859446
2063,2.928469
2064,2.773004
2065,3.877754
2066,3.577738
2067,3.198681
2068,3.219042
2069,3.312986
2070,3.383914
2071,3.687322
2072,4.983561
2073,3.735075
2074,4.604175
2075,4.650800
2076,3.858927
2077,4.058313
2078,3.892509
2079,4.105772
2080,4.084311
2081,2.933876
2082,4.688912
2083,4.434887
2084,4.401420
2085,1.818113
2086,2.086359
2087,3.104400
2088,1.548201
2089,2.735034
2090,1.837137
2091,2.865392
2092,3.823400
2093,2.954874
2094,2.913226
2095,3.801358
2096,4.879394
2097,4.049415
2098,4.263862
2099,3.923325
2100,4.280553
2101,3.015854
2102,3.316882
2103,2.035324
2104,4.941125
2105,3.202744
2106,3.326691
2107,1.498081
2108,3.385032
2109,3.779053
2110,1.740580
2111,3.124252
2112,2.183229
2113,4.260956
2114,5.000000
2115,4.587601
2116,4.322509
2117,4.680107
2118,4.690472
2119,4.667545
2120,4.507537
2121,4.852593
2122,4.158771
2123,5.000000
2124,5.000000
2125,5.000000
2126,4.809408
2127,3.925484
2128,3.884072
2129,4.083949
2130,4.643103
2131,3.280792
2132,5.000000
2133,4.166194
2134,5.000000
2135,3.989851
2136,3.836367
2137,4.033612
2138,4.310724
2139,4.000148
2140,4.012449
2141,3.511863
2142,3.355443
2143,3.389965
2144,2.646678
2145,3.415849
2146,4.438318
2147,2.571714
2148,3.346070
2149,3.452106
2150,3.590878
2151,4.788658
2152,2.914848
2153,4.899429
2154,3.827250
2155,4.692902
2156,4.567954
2157,4.596183
2158,4.306141
2159,4.060963
2160,4.408165
2161,1.488793
2162,2.469005
2163,2.477270
2164,1.205878
2165,3.230028
2166,2.417954
2167,2.462870
2168,3.562821
2169,3.368218
2170,3.127679
2171,2.840752
2172,3.343018
2173,4.178984
2174,2.995430
2175,2.938118
2176,2.726537
2177,4.064086
2178,3.882157
2179,3.904590
2180,2.619728
2181,4.949941
2182,5.000000
2183,5.000000
2184,5.000000
2185,4.462512
2186,4.093519
2187,4.011726
2188,1.000000
2189,2.415150
2190,3.636625
2191,4.228628
2192,4.304435
2193,4.658685
2194,4.006020
2195,3.989618
2196,3.642583
2197,4.086074
2198,4.097049
2199,4.701850
2200,4.050099
2201,4.526425
2202,2.842539
2203,4.510444
2204,3.956156
2205,3.936759
2206,3.781890
2207,4.327880
2208,4.142759
2209,4.033245
2210,4.042325
2211,3.835234
2212,2.627046
2213,2.756145
2214,3.603857
2215,3.359735
2216,3.566387
2217,3.802212
2218,4.109536
2219,3.478004
2220,3.355681
2221,4.513094
2222,5.000000
2223,3.092995
2224,3.455664
2225,3.596142
2226,4.006855
2227,3.760554
2228,2.348547
2229,3.970832
2230,3.762833
2231,2.364705
2232,3.767523
2233,2.967919
2234,3.430062
2235,4.103034
2236,4.625237
2237,1.808147
2238,2.920620
2239,3.450597
2240,3.589344
2241,5.000000
2242,4.304552
2243,5.000000
2244,5.000000
2245,5.000000
2246,4.212158
2247,5.000000
2248,4.784293
2249,5.000000
2250,4.874200
2251,3.998323
2252,4.624762
2253,3.584387
2254,2.989369
2255,4.554172
2256,2.417065
2257,4.473257
2258,4.470363
2259,3.592961
2260,3.476189
2261,4.448843
2262,4.497083
2263,2.386631
2264,1.794830
2265,1.836954
2266,3.153421
2267,3.394794
2268,3.253798
2269,2.624854
2270,2.434089
2271,3.904411
2272,3.498923
2273,1.000000
2274,3.937277
2275,1.000000
2276,4.079978
2277,1.153748
2278,1.000000
2279,1.000000
2280,1.431588
2281,2.631470
2282,3.308131
2283,2.988557
2284,3.088164
2285,2.885251
2286,3.070729
2287,5.000000
2288,3.201405
2289,3.117859
2290,2.143018
2291,2.464159
2292,4.526239
2293,4.135079
2294,4.517347
2295,4.097097
2296,4.255514
2297,3.340203
2298,3.889879
2299,5.000000
2300,1.316985
2301,2.676765
2302,3.278664
2303,3.666050
2304,2.675556
2305,3.684934
2306,1.000000
2307,3.901329
2308,3.981297
2309,3.750128
2310,4.919579
2311,4.326523
2312,5.000000
2313,3.494245
2314,4.373390
2315,4.521190
2316,4.544265
2317,3.925654
2318,4.057163
2319,5.000000
2320,4.134701
2321,4.396970
2322,2.729322
2323,4.670733
2324,4.057920
2325,4.574868
2326,4.507969
2327,3.060478
2328,4.518412
2329,4.967630
2330,5.000000
2331,1.811253
2332,2.922117
2333,2.544244
2334,3.325491
2335,3.115563
2336,4.089434
2337,4.193288
2338,3.213848
2339,4.831665
2340,4.217285
2341,2.102141
2342,4.051067
2343,3.314250
2344,2.915068
2345,4.349627
2346,4.307770
2347,4.209347
2348,4.452391
2349,5.000000
2350,4.577751
2351,3.691873
2352,1.814431
2353,5.000000
2354,2.894238
2355,3.917920
2356,3.770146
2357,3.931036
2358,3.935178
2359,4.100621
2360,4.506267
2361,3.618809
2362,3.519118
2363,4.510611
2364,4.555193
2365,2.858863
2366,4.576496
2367,4.616477
2368,4.394376
2369,4.632475
2370,3.030551
2371,4.163518
2372,2.609237
2373,4.054657
2374,2.159667
2375,1.685026
2376,3.846491
2377,3.499300
2378,3.449060
2379,3.596807
2380,3.130277
2381,4.196284
2382,3.069188
2383,4.086818
2384,3.356898
2385,3.209521
2386,2.216365
2387,4.706858
2388,4.329786
2389,5.000000
2390,3.788483
2391,3.125032
2392,4.187714
2393,4.194851
2394,3.927646
2395,4.335676
2396,4.100338
2397,2.176925
2398,3.698852
2399,3.819575
2400,3.062651
2401,4.381937
2402,4.472184
2403,3.531061
2404,3.702233
2405,3.513906
2406,3.440635
2407,3.999032
2408,3.875038
2409,4.217289
2410,4.114599
2411,4.021254
2412,5.000000
2413,4.188610
2414,1.928730
2415,4.755202
2416,3.664510
2417,4.945807
2418,4.799408
2419,2.500516
2420,4.397396
2421,3.875399
2422,4.071321
2423,3.830652
2424,4.219900
2425,4.305752
2426,4.485491
2427,1.495065
2428,3.861321
2429,4.059236
2430,3.913119
2431,2.740803
2432,3.575358
2433,3.440595
2434,3.453093
2435,3.976151
2436,3.104380
2437,4.702906
2438,4.382977
2439,3.134176
2440,2.977601
2441,5.000000
2442,3.992278
2443,1.125954
2444,3.083483
2445,3.988502
2446,3.007476
2447,2.049154
2448,3.467449
2449,4.043576
2450,3.477175
2451,1.000000
2452,2.102515
2453,2.924751
2454,2.642664
2455,3.246800
2456,3.941594
2457,3.345423
2458,2.916224
2459,3.628390
2460,4.067642
2461,4.554496
2462,4.594391
2463,4.565232
2464,3.533382
2465,4.375008
2466,3.528697
2467,1.605327
2468,2.538207
2469,1.000000
2470,2.866412
2471,3.583575
2472,4.128745
2473,4.262474
2474,3.424599
2475,3.375859
2476,3.009850
2477,3.627596
2478,1.929455
2479,3.949847
2480,2.721977
2481,5.000000
2482,3.688259
2483,2.562916
2484,3.562123
2485,3.474400
2486,2.123911
2487,4.737857
2488,4.133648
2489,3.780599
2490,3.452579
2491,3.128041
2492,5.000000
2493,4.416312
2494,4.425090
2495,3.448173
2496,1.298566
2497,3.196158
2498,4.646069
2499,4.394298
2500,4.069271
2501,4.822758
2502,4.787570
2503,4.728364
2504,3.740899
2505,4.158729
2506,1.972664
2507,3.825659
2508,4.790681
2509,3.723486
2510,3.874455
2511,4.043495
2512,4.719640
2513,5.000000
2514,4.652549
2515,4.660523
2516,5.000000
2517,5.000000
2518,5.000000
2519,5.000000
2520,1.424974
2521,4.858534
2522,2.812815
2523,4.687379
2524,3.836852
2525,4.671935
2526,2.998764
2527,4.673426
2528,4.719458
2529,4.134779
2530,4.438539
2531,3.295224
2532,2.690430
2533,3.656703
2534,3.325072
2535,3.469029
2536,3.357305
2537,3.487983
2538,3.108341
2539,3.569584
2540,1.506054
2541,4.042023
2542,2.396260
2543,4.119587
2544,2.901311
2545,2.566442
2546,2.466306
2547,1.744264
2548,2.662704
2549,2.144047
2550,2.247060
2551,4.959735
2552,4.859023
2553,3.225224
2554,4.188062
2555,4.196383
2556,4.323081
2557,4.221869
2558,4.613214
2559,4.310658
2560,4.645298
2561,4.419082
2562,4.362974
2563,3.783448
2564,4.436975
2565,4.362468
2566,4.222856
2567,5.000000
2568,4.265178
2569,4.631406
2570,4.233595
2571,1.000000
2572,3.838284
2573,4.319628
2574,4.918445
2575,4.132345
2576,4.201845
2577,3.835827
2578,4.558194
2579,4.314805
2580,3.422899
2581,3.418146
2582,4.463650
2583,3.543025
2584,1.000000
2585,4.383250
2586,3.405437
2587,4.622353
2588,3.767930
2589,5.000000
2590,4.407322
2591,2.151937
2592,3.806965
2593,1.963102
2594,3.573496
2595,3.897095
2596,4.055884
2597,4.024042
2598,4.430866
2599,4.327923
2600,4.732885
2601,4.504184
2602,5.000000
2603,4.607346
2604,4.188302
2605,3.704328
2606,4.035372
2607,3.759478
2608,4.376749
2609,2.436500
2610,3.276022
2611,2.481403
2612,3.653322
2613,3.561487
2614,3.418945
2615,3.483200
2616,3.766425
2617,5.000000
2618,3.516445
2619,2.069157
2620,4.268210
2621,4.795137
2622,3.654715
2623,4.743005
2624,4.921342
2625,4.509789
2626,4.350781
2627,4.455156
2628,4.471970
2629,4.000494
2630,5.000000
2631,4.545961
2632,3.311996
2633,3.328312
2634,3.702591
2635,4.572897
2636,4.351974
2637,5.000000
2638,4.476590
2639,4.135201
2640,4.601361
2641,2.767004
2642,3.886500
2643,2.077942
2644,3.663335
2645,2.765595
2646,4.362077
2647,4.042750
2648,4.422198
2649,5.000000
2650,4.373598
2651,3.556911
2652,4.333264
2653,4.259506
2654,2.100904
2655,4.342897
2656,3.730672
2657,3.561359
2658,3.468174
2659,3.852066
2660,3.561327
2661,3.102105
2662,3.890257
2663,3.998301
2664,3.720033
2665,3.694638
2666,3.701681
2667,3.955859
2668,4.592918
2669,3.906362
2670,5.000000
2671,2.290880
2672,2.271012
2673,1.526760
2674,2.038517
2675,2.242687
2676,2.590133
2677,3.309328
2678,2.775408
2679,2.663087
2680,2.872048
2681,2.246264
2682,3.332847
2683,3.278074
2684,1.000000
2685,3.306974
2686,2.922271
2687,3.907255
2688,4.043572
2689,4.448004
2690,2.160917
2691,3.894106
2692,3.025519
2693,3.053289
2694,4.145048
2695,4.594496
2696,4.338713
2697,4.396808
2698,3.906449
2699,4.400936
2700,4.658091
2701,3.645133
2702,3.516177
2703,3.626146
2704,3.586653
2705,3.590087
2706,3.960586
2707,4.247964
2708,3.965969
2709,3.944852
2710,2.911989
2711,5.000000
2712,5.000000
2713,5.000000
2714,5.000000
2715,5.000000
2716,5.000000
2717,5.000000
2718,4.757298
2719,4.902271
2720,3.484754
2721,3.485955
2722,3.497091
2723,3.681668
2724,3.062680
2725,3.246746
2726,3.087664
2727,3.828360
2728,3.328147
2729,4.271896
2730,4.157387
2731,3.806162
2732,5.000000
2733,1.999554
2734,4.290444
2735,3.993392
2736,3.922213
2737,3.708550
2738,4.938475
2739,3.868000
2740,3.832717
2741,1.902416
2742,2.927696
2743,2.766564
2744,3.212179
2745,3.186321
2746,2.969081
2747,3.234301
2748,2.970254
2749,3.337674
2750,3.420625
2751,3.007133
2752,3.038474
2753,2.982858
2754,3.763316
2755,2.173790
2756,3.583399
2757,1.541407
2758,3.448106
2759,4.622171
2760,3.701722
2761,3.612140
2762,1.954767
2763,2.677063
2764,1.000000
2765,2.679651
2766,3.664655
2767,4.051572
2768,3.579798
2769,3.880363
2770,4.292409
2771,5.000000
2772,5.000000
2773,5.000000
2774,2.978980
2775,4.359259
2776,4.085453
2777,4.271593
2778,4.336592
2779,2.338724
2780,2.070596
2781,3.170399
2782,4.012982
2783,3.485198
2784,3.141168
2785,3.247064
2786,3.118339
2787,2.236709
2788,4.240273
2789,1.964661
2790,2.663874
2791,3.965678
2792,3.908170
2793,2.999816
2794,3.478231
2795,3.634045
2796,3.154972
2797,3.848665
2798,3.536047
2799,3.905442
2800,3.848015
2801,5.000000
2802,3.153535
2803,3.456725
2804,3.576265
2805,2.866378
2806,4.119306
2807,3.680044
2808,4.487720
2809,3.208403
2810,2.512055
2811,4.031342
2812,4.010322
2813,1.146351
2814,2.932474
2815,2.958394
2816,2.723402
2817,3.125107
2818,3.307647
2819,3.175593
2820,3.448397
2821,2.938198
2822,4.855610
2823,3.041305
2824,2.777343
2825,3.874397
2826,4.235068
2827,4.040643
2828,3.955835
2829,3.894764
2830,3.306064
2831,5.000000
2832,3.658743
2833,4.138673
2834,3.661019
2835,4.067531
2836,3.694594
2837,3.548140
2838,4.372563
2839,3.528018
2840,4.761700
2841,3.482526
2842,3.225436
2843,4.114670
2844,4.288387
2845,3.973169
2846,3.549337
2847,4.426479
2848,4.156972
2849,4.060435
2850,4.407981
2851,2.246921
2852,5.000000
2853,2.358647
2854,3.960255
2855,4.172395
2856,4.463502
2857,3.420981
2858,4.192632
2859,3.786254
2860,3.640655
2861,4.753005
2862,5.000000
2863,3.903503
2864,3.706772
2865,1.807711
2866,3.647482
2867,4.210109
2868,4.080158
2869,4.705650
2870,4.462495
2871,4.387543
2872,3.433791
2873,4.226901
2874,2.167274
2875,2.140796
2876,3.966741
2877,4.394055
2878,2.937208
2879,4.037208
2880,4.743878
2881,3.251484
2882,2.298914
2883,1.579393
2884,3.583101
2885,3.622317
2886,3.612941
2887,3.594503
2888,3.710383
2889,3.775523
2890,3.580594
2891,4.395970
2892,4.301481
2893,3.420382
2894,3.462874
2895,4.618060
2896,3.174247
2897,4.194001
2898,3.345675
2899,3.356493
2900,3.410566
2901,4.851999
2902,4.113205
2903,2.925208
2904,3.978777
2905,3.173093
2906,3.824234
2907,4.313650
2908,3.997299
2909,3.837289
2910,2.196999
2911,4.727071
2912,5.000000
2913,5.000000
2914,5.000000
2915,4.975494
2916,3.963791
2917,3.750259
2918,4.512064
2919,5.000000
2920,4.799413
2921,2.233731
2922,3.168079
2923,3.832112
2924,2.879212
2925,2.986771
2926,3.320122
2927,2.490244
2928,2.431581
2929,3.786157
2930,3.298711
2931,4.850860
2932,4.656322
2933,2.320193
2934,3.697725
2935,4.076489
2936,4.148244
2937,3.227577
2938,2.047759
2939,4.141576
2940,2.975317
2941,3.489652
2942,3.956331
2943,4.681756
2944,4.857996
2945,3.718095
2946,2.821041
2947,4.559951
2948,5.000000
2949,4.200874
2950,5.000000
2951,4.535409
2952,3.862071
2953,5.000000
2954,4.390252
2955,3.677739
2956,4.819304
2957,4.907135
2958,4.140054
2959,4.868708
2960,5.000000
2961,3.193407
2962,4.390122
2963,2.191944
2964,4.108121
2965,3.148287
2966,1.131070
2967,3.256152
2968,3.741719
2969,3.254487
2970,3.944929
2971,4.758755
2972,4.785229
2973,4.794516
2974,1.831614
2975,3.837727
2976,4.756296
2977,4.635475
2978,4.735845
2979,4.308459
2980,4.798522
2981,4.043613
2982,4.016614
2983,3.273600
2984,3.209527
2985,3.075651
2986,3.787914
2987,3.935096
2988,1.199520
2989,4.186004
2990,4.239158
2991,5.000000
2992,2.690756
2993,5.000000
2994,3.033416
2995,3.766737
2996,3.708375
2997,3.001893
2998,4.882288
2999,4.841766
3000,4.423280
3001,3.560220
3002,3.630813
3003,3.670769
3004,3.712462
3005,4.535472
3006,3.550444
3007,3.805211
3008,3.483981
3009,3.770356
3010,3.810742
3011,3.068249
3012,5.000000
3013,5.000000
3014,1.290540
3015,2.425322
3016,2.918486
3017,1.692155
3018,1.959459
3019,2.200880
3020,2.335505
3021,3.254803
3022,4.159919
3023,3.878379
3024,3.181366
3025,1.691072
3026,4.240896
3027,3.737540
3028,3.323999
3029,3.411522
3030,3.962113
3031,5.000000
3032,2.922497
3033,3.826310
3034,3.079029
3035,3.779664
3036,4.229485
3037,3.306153
3038,2.826575
3039,3.872666
3040,3.467079
3041,1.628336
3042,2.953252
3043,2.648040
3044,3.995439
3045,3.641051
3046,2.999295
3047,3.103168
3048,3.575618
3049,3.977722
3050,3.867015
3051,4.380232
3052,3.824769
3053,3.976846
3054,3.443199
3055,3.512435
3056,3.739577
3057,3.443375
3058,2.945331
3059,2.758069
3060,3.822404
3061,4.288870
3062,1.800441
3063,4.372012
3064,4.293198
3065,3.795522
3066,4.173729
3067,4.551078
3068,1.785298
3069,3.610140
3070,2.169979
3071,4.320500
3072,4.538989
3073,4.305965
3074,3.577620
3075,3.799576
3076,3.698284
3077,3.984316
3078,4.025718
3079,4.273231
3080,4.122125
3081,4.882323
3082,3.601022
3083,3.841051
3084,3.921564
3085,3.978227
3086,3.665896
3087,3.776890
3088,3.983453
3089,2.856328
3090,3.589213
3091,4.288752
3092,2.379149
3093,2.535674
3094,3.367682
3095,4.340569
3096,3.423630
3097,2.746049
3098,1.047537
3099,2.067166
3100,3.036151
3101,4.649477
3102,3.781590
3103,4.714464
3104,2.976435
3105,3.792563
3106,3.946174
3107,3.605881
3108,3.971903
3109,3.950462
3110,3.898152
3111,3.410206
3112,4.436010
3113,3.294674
3114,3.652054
3115,2.447897
3116,4.924049
3117,5.000000
3118,5.000000
3119,4.169739
3120,4.967611
3121,3.489855
3122,4.248950
3123,2.364259
3124,3.685331
3125,2.653578
3126,4.070781
3127,4.372690
3128,3.907062
3129,4.607377
3130,5.000000
3131,3.331408
3132,3.434101
3133,4.132678
3134,4.253077
3135,4.498668
3136,4.241630
3137,4.539824
3138,2.470437
3139,3.989489
3140,2.299017
3141,5.000000
3142,4.667898
3143,2.624145
3144,3.634439
3145,3.609060
3146,3.782859
3147,4.719061
3148,3.443349
3149,3.676728
3150,4.344956
3151,2.846754
3152,2.117002
3153,5.000000
3154,3.495225
3155,5.000000
3156,3.820260
3157,4.549160
3158,4.316445
3159,4.131823
3160,4.524568
3161,3.910117
3162,5.000000
3163,4.873506
3164,3.490413
3165,3.431309
3166,3.645855
3167,3.534816
3168,3.729856
3169,4.223377
3170,2.963108
3171,4.630664
3172,4.746709
3173,3.493359
3174,4.324506
3175,4.357437
3176,4.052714
3177,4.148760
3178,4.890023
3179,4.281748
3180,4.123079
3181,5.000000
3182,4.010322
3183,3.233745
3184,3.385395
3185,3.088298
3186,3.882239
3187,3.368286
3188,3.490980
3189,3.323901
3190,4.055286
3191,4.585152
3192,4.024031
3193,2.731140
3194,3.743926
3195,4.595609
3196,3.788882
3197,3.720277
3198,3.638101
3199,4.030004
3200,3.650009
3201,4.873800
3202,3.218789
3203,3.124585
3204,3.783645
3205,3.855680
3206,3.874408
3207,4.026777
3208,4.045227
3209,4.455816
3210,3.975200
3211,4.219299
3212,4.072079
3213,4.328760
3214,2.068365
3215,3.794581
3216,3.827700
3217,4.459086
3218,4.767932
3219,4.414305
3220,4.562858
3221,3.488871
3222,4.446173
3223,3.873199
3224,3.304531
3225,4.664208
3226,4.808084
3227,3.421562
3228,3.369849
3229,3.129026
3230,3.218887
3231,4.788266
3232,4.554920
3233,4.938801
3234,4.450493
3235,4.819994
3236,4.843338
3237,4.550520
3238,4.473480
3239,4.727861
3240,4.408197
3241,3.751222
3242,1.865214
3243,1.672649
3244,2.450512
3245,4.286038
3246,3.824002
3247,4.188982
3248,4.360991
3249,4.074930
3250,4.730505
3251,2.653271
3252,3.751890
3253,1.983672
3254,1.882420
3255,3.768866
3256,2.696252
3257,3.917148
3258,4.152660
3259,4.002545
3260,3.815989
3261,3.886483
3262,2.891546
3263,2.788398
3264,2.847184
3265,3.047838
3266,2.916260
3267,3.823002
3268,4.879759
3269,3.585116
3270,4.305802
3271,4.500905
3272,2.504840
3273,1.982386
3274,4.266808
3275,4.066700
3276,3.424958
3277,3.773553
3278,3.547753
3279,4.018651
3280,4.210649
3281,3.022428
3282,3.020277
3283,4.003734
3284,4.195290
3285,4.000174
3286,4.185943
3287,3.238880
3288,3.346878
3289,3.771792
3290,3.394658
3291,5.000000
3292,3.988144
3293,4.131547
3294,3.201128
3295,3.351908
3296,5.000000
3297,4.596586
3298,4.799491
3299,5.000000
3300,4.649626
3301,2.313848
3302,3.442892
3303,2.695842
3304,3.898696
3305,3.019264
3306,4.148059
3307,2.434901
3308,2.957947
3309,3.198783
3310,3.493132
3311,5.000000
3312,4.385420
3313,3.565086
3314,3.027994
3315,4.141018
3316,4.454394
3317,4.451917
3318,4.769926
3319,4.699431
3320,4.511666
3321,3.505210
3322,3.548532
3323,3.664433
3324,3.533207
3325,2.742720
3326,3.967675
3327,4.357874
3328,1.207863
3329,3.517354
3330,2.346379
3331,3.214933
3332,4.097428
3333,3.305991
3334,3.235670
3335,4.085847
3336,3.028301
3337,3.296460
3338,3.812947
3339,3.681928
3340,3.560773
3341,1.000000
3342,2.784446
3343,1.000000
3344,3.657952
3345,3.707046
3346,4.692639
3347,3.845735
3348,4.014357
3349,4.350255
3350,3.934079
3351,3.877678
3352,3.438483
3353,4.093735
3354,2.843689
3355,2.493216
3356,3.167023
3357,2.331266
3358,2.408684
3359,3.827506
3360,3.216639
3361,3.614218
3362,3.004910
3363,4.094727
3364,4.047836
3365,4.588889
3366,3.507889
3367,1.626304
3368,1.423718
3369,4.460721
3370,2.088484
3371,2.825269
3372,2.817380
3373,3.793474
3374,3.797089
3375,2.349693
3376,3.560966
3377,4.499412
3378,4.360663
3379,4.394737
3380,4.918744
3381,3.250025
3382,3.649719
3383,4.446681
3384,3.629515
3385,3.677009
3386,3.453497
3387,4.229860
3388,4.413581
3389,5.000000
3390,1.199453
3391,4.689335
3392,4.947635
3393,3.503210
3394,4.798357
3395,4.452209
3396,4.284153
3397,4.608519
3398,3.118451
3399,4.642492
3400,4.828197
3401,3.756962
3402,4.193861
3403,1.701065
3404,3.930654
3405,4.943624
3406,3.844394
3407,3.756665
3408,4.345352
3409,4.985043
3410,3.960075
3411,3.444883
3412,2.996952
3413,2.780311
3414,4.602906
3415,3.400791
3416,3.496369
3417,3.326432
3418,4.328254
3419,4.099713
3420,2.405699
3421,4.503890
3422,3.891036
3423,4.872838
3424,4.646646
3425,3.912687
3426,3.910659
3427,4.481275
3428,3.389363
3429,4.329156
3430,4.732654
3431,3.580975
3432,2.684708
3433,3.456556
3434,4.570858
3435,2.726007
3436,3.157755
3437,4.131917
3438,4.185875
3439,4.222173
3440,1.000000
3441,4.579303
3442,3.611135
3443,4.772208
3444,3.650021
3445,3.742244
3446,3.594466
3447,3.743032
3448,4.528828
3449,3.574116
3450,4.531697
3451,2.521670
3452,3.560771
3453,2.671848
3454,3.509221
3455,4.014753
3456,1.753905
3457,3.812376
3458,3.760215
3459,3.718690
3460,3.706959
3461,3.369239
3462,3.538540
3463,3.729915
3464,4.334530
3465,3.652504
3466,3.614794
3467,3.831694
3468,4.061460
3469,3.764519
3470,3.895436
3471,4.839455
3472,2.948983
3473,3.032037
3474,3.781550
3475,4.403915
3476,3.780096
3477,3.887516
3478,4.012910
3479,4.150679
3480,3.891633
3481,1.000000
3482,5.000000
3483,3.372807
3484,2.597640
3485,2.136371
3486,3.116582
3487,4.066010
3488,4.049885
3489,3.571378
3490,5.000000
3491,4.493976
3492,2.901023
3493,4.740429
3494,4.707068
3495,4.528610
3496,5.000000
3497,5.000000
3498,5.000000
3499,4.939140
3500,4.924359
3501,4.454093
3502,4.120130
3503,4.184169
3504,4.624317
3505,4.536211
3506,4.424109
3507,4.422170
3508,5.000000
3509,4.321298
3510,5.000000
3511,2.594462
3512,3.694813
3513,4.454888
3514,4.425341
3515,4.487098
3516,4.584007
3517,3.516993
3518,4.422916
3519,3.657722
3520,3.383856
3521,5.000000
3522,1.873506
3523,1.000000
3524,3.994343
3525,3.697675
3526,4.074754
3527,3.773096
3528,3.724291
3529,3.765728
3530,3.749754
3531,4.099796
3532,3.001359
3533,3.945653
3534,4.034906
3535,2.911051
3536,4.086503
3537,3.977626
3538,3.870575
3539,4.149897
3540,4.093358
3541,5.000000
3542,4.594084
3543,4.599086
3544,4.692768
3545,4.813548
3546,4.348505
3547,4.698587
3548,4.100996
3549,5.000000
3550,4.558389
3551,3.065584
3552,3.023008
3553,3.245320
3554,3.213547
3555,3.092449
3556,3.115757
3557,3.824746
3558,2.852010
3559,2.581401
3560,3.527685
3561,4.803995
3562,4.513824
3563,5.000000
3564,5.000000
3565,4.635308
3566,4.190555
3567,4.430339
3568,4.315368
3569,4.266933
3570,4.150133
3571,1.927740
3572,1.000000
3573,4.010612
3574,4.098605
3575,4.671810
3576,3.518444
3577,4.070930
3578,4.163302
3579,3.434216
3580,3.877642
3581,3.067228
3582,3.505229
3583,3.999588
3584,4.328814
3585,3.696393
3586,4.020521
3587,4.034911
3588,3.980732
3589,3.842994
3590,3.229760
3591,4.124713
3592,2.820476
3593,3.590899
3594,4.118438
3595,4.331407
3596,3.211807
3597,4.160170
3598,1.494437
3599,4.004803
3600,4.296173
3601,2.765498
3602,1.475903
3603,3.370301
3604,3.854749
3605,3.021033
3606,4.080100
3607,4.097761
3608,4.194402
3609,3.253208
3610,3.428894
3611,5.000000
3612,5.000000
3613,3.457680
3614,3.262637
3615,4.637556
3616,4.910011
3617,3.223188
3618,3.649169
3619,3.642883
3620,2.882165
3621,2.007056
3622,1.128879
